1	B	C	06:00	06:35
2	B	C	06:20	06:55
3	C	B	06:30	07:05
4	B	C	06:35	07:10
5	C	B	06:55	07:30
6	B	C	07:05	07:40
7	C	B	07:10	07:45
8	B	C	07:20	07:55
9	C	B	07:40	08:15
10	B	C	07:45	08:20
11	C	B	07:55	08:30
12	B	C	08:20	08:55
13	C	B	08:20	08:55
14	B	C	08:40	09:15
15	C	B	08:55	09:30
16	B	C	09:10	09:45
17	C	B	09:15	09:50
18	B	C	09:40	10:15
19	C	B	09:45	10:20
20	B	C	10:08	10:43
21	C	B	10:15	10:50
22	B	C	10:30	11:05
23	C	B	10:43	11:18
24	C	B	11:05	11:40
25	B	C	11:10	11:45
26	B	C	11:40	12:15
27	C	B	11:45	12:20
28	B	C	12:05	12:40
29	C	B	12:15	12:50
30	B	C	12:33	13:08
31	C	B	12:40	13:15
32	B	C	13:04	13:39
33	C	B	13:08	13:43
34	B	C	13:32	14:07
35	C	B	13:39	14:14
36	B	C	14:03	14:38
37	C	B	14:07	14:42
38	B	C	14:30	15:05
39	C	B	14:38	15:13
40	B	C	14:59	15:34
41	C	B	15:05	15:40
42	B	C	15:32	16:07
43	C	B	15:34	16:09
44	B	C	16:03	16:38
45	C	B	16:07	16:42
46	B	C	16:26	17:01
47	C	B	16:38	17:13
48	B	C	16:59	17:34
49	C	B	17:01	17:36
50	B	C	17:20	17:55
51	C	B	17:34	18:09
52	B	C	17:43	18:18
53	C	B	17:55	18:30
54	B	C	18:16	18:51
55	C	B	18:18	18:53
56	B	C	18:36	19:11
57	C	B	18:51	19:26
58	B	C	19:01	19:36
59	C	B	19:11	19:46
60	B	C	19:33	20:08
61	C	B	19:36	20:11
62	C	B	20:08	20:43
63	B	C	20:15	20:50
64	C	B	20:50	21:25
65	B	C	20:54	21:29
66	C	B	21:28	22:03
67	B	C	21:50	22:25
68	B	C	22:21	22:56
69	C	B	22:23	22:58
70	C	B	22:51	23:26
71	B	C	23:00	23:35
72	C	B	23:30	00:05
