1	B	C	04:45	05:15
2	B	C	05:05	05:35
3	C	B	05:15	05:46
4	B	C	05:30	06:00
5	C	B	05:35	06:06
6	B	C	05:55	06:25
7	C	B	06:00	06:31
8	B	C	06:20	06:50
9	C	B	06:25	06:56
10	B	C	06:33	07:08
11	B	C	06:44	07:19
12	C	B	06:50	07:21
13	B	C	06:54	07:29
14	B	C	07:02	07:37
15	C	B	07:08	07:39
16	B	C	07:10	07:47
17	B	C	07:18	07:55
18	C	B	07:18	07:49
19	C	B	07:19	07:50
20	B	C	07:26	08:03
21	C	B	07:30	08:05
22	C	B	07:33	08:08
23	B	C	07:34	08:11
24	C	B	07:38	08:13
25	B	C	07:41	08:18
26	C	B	07:46	08:21
27	B	C	07:48	08:25
28	C	B	07:55	08:30
29	B	C	07:56	08:33
30	C	B	08:03	08:38
31	B	C	08:04	08:41
32	C	B	08:11	08:46
33	B	C	08:12	08:49
34	C	B	08:18	08:53
35	B	C	08:20	08:57
36	C	B	08:25	09:00
37	B	C	08:31	09:06
38	C	B	08:33	09:04
39	C	B	08:35	09:06
40	C	B	08:41	09:12
41	B	C	08:42	09:17
42	C	B	08:49	09:20
43	B	C	08:54	09:29
44	C	B	08:57	09:28
45	B	C	09:06	09:41
46	C	B	09:06	09:37
47	C	B	09:17	09:48
48	B	C	09:20	09:55
49	C	B	09:29	10:00
50	B	C	09:34	10:09
51	C	B	09:41	10:12
52	B	C	09:48	10:23
53	C	B	09:55	10:26
54	B	C	10:02	10:37
55	C	B	10:09	10:40
56	B	C	10:16	10:51
57	C	B	10:23	10:54
58	B	C	10:30	11:05
59	C	B	10:37	11:08
60	B	C	10:44	11:19
61	C	B	10:51	11:22
62	B	C	10:57	11:32
63	C	B	11:05	11:36
64	B	C	11:11	11:46
65	C	B	11:18	11:49
66	B	C	11:25	12:00
67	C	B	11:32	12:03
68	B	C	11:37	12:12
69	C	B	11:46	12:17
70	B	C	11:49	12:24
71	C	B	12:00	12:35
72	B	C	12:01	12:36
73	C	B	12:12	12:47
74	B	C	12:13	12:48
75	C	B	12:24	12:59
76	B	C	12:25	13:00
77	C	B	12:36	13:11
78	B	C	12:37	13:12
79	C	B	12:48	13:23
80	B	C	12:49	13:24
81	C	B	13:00	13:35
82	B	C	13:01	13:36
83	B	C	13:11	13:46
84	C	B	13:12	13:47
85	B	C	13:21	13:56
86	C	B	13:24	13:59
87	B	C	13:33	14:08
88	C	B	13:36	14:11
89	B	C	13:45	14:20
90	C	B	13:46	14:21
91	C	B	13:56	14:31
92	B	C	13:57	14:32
93	C	B	14:08	14:43
94	B	C	14:10	14:45
95	C	B	14:20	14:55
96	B	C	14:23	14:58
97	C	B	14:32	15:07
98	B	C	14:36	15:11
99	C	B	14:45	15:20
100	B	C	14:49	15:24
101	C	B	14:58	15:33
102	B	C	15:02	15:37
103	C	B	15:11	15:46
104	B	C	15:14	15:49
105	C	B	15:24	15:59
106	B	C	15:26	16:01
107	B	C	15:36	16:11
108	C	B	15:37	16:12
109	B	C	15:47	16:22
110	C	B	15:49	16:24
111	B	C	15:59	16:34
112	C	B	16:02	16:37
113	B	C	16:10	16:45
114	C	B	16:12	16:47
115	B	C	16:23	16:58
116	C	B	16:23	16:58
117	B	C	16:33	17:08
118	C	B	16:35	17:10
119	B	C	16:43	17:18
120	C	B	16:47	17:22
121	B	C	16:51	17:26
122	B	C	17:00	17:35
123	C	B	17:00	17:35
124	B	C	17:08	17:43
125	C	B	17:10	17:45
126	B	C	17:16	17:51
127	C	B	17:20	17:55
128	B	C	17:24	17:59
129	C	B	17:28	18:03
130	B	C	17:32	18:07
131	C	B	17:37	18:12
132	B	C	17:40	18:15
133	C	B	17:45	18:20
134	B	C	17:48	18:23
135	C	B	17:53	18:28
136	B	C	17:56	18:31
137	C	B	18:01	18:36
138	B	C	18:05	18:40
139	C	B	18:09	18:44
140	B	C	18:12	18:47
141	C	B	18:17	18:52
142	B	C	18:20	18:55
143	C	B	18:25	19:00
144	B	C	18:29	19:04
145	C	B	18:33	19:08
146	B	C	18:39	19:14
147	C	B	18:42	19:17
148	C	B	18:49	19:24
149	B	C	18:50	19:25
150	B	C	18:54	19:29
151	C	B	18:57	19:32
152	B	C	19:01	19:36
153	C	B	19:06	19:41
154	B	C	19:13	19:48
155	C	B	19:15	19:50
156	B	C	19:26	20:01
157	C	B	19:26	20:01
158	C	B	19:37	20:08
159	B	C	19:45	20:20
160	C	B	19:49	20:20
161	C	B	20:01	20:32
162	B	C	20:05	20:40
163	C	B	20:20	20:51
164	B	C	20:25	21:00
165	C	B	20:40	21:11
166	B	C	20:50	21:20
167	C	B	21:02	21:33
168	B	C	21:10	21:40
169	C	B	21:22	21:53
170	B	C	21:32	22:02
171	C	B	21:40	22:11
172	B	C	21:52	22:22
173	C	B	22:02	22:33
174	B	C	22:11	22:41
175	C	B	22:22	22:53
176	B	C	22:32	23:02
177	C	B	22:42	23:13
178	B	C	22:57	23:27
179	C	B	23:02	23:33
180	B	C	23:20	23:50
181	C	B	23:27	23:58
182	B	C	23:47	00:17
183	C	B	23:50	00:21
