1	B	C	05:30	05:50
2	B	C	05:50	06:10
3	C	B	05:50	06:10
4	B	C	06:06	06:26
5	C	B	06:10	06:30
6	B	C	06:16	06:36
7	B	C	06:26	06:46
8	C	B	06:26	06:46
9	B	C	06:36	06:56
10	C	B	06:36	06:56
11	B	C	06:47	07:07
12	C	B	06:47	07:07
13	B	C	06:57	07:17
14	C	B	06:58	07:21
15	B	C	07:06	07:29
16	C	B	07:06	07:29
17	B	C	07:13	07:36
18	C	B	07:14	07:37
19	B	C	07:20	07:43
20	C	B	07:22	07:45
21	B	C	07:27	07:50
22	C	B	07:30	07:53
23	B	C	07:35	07:58
24	C	B	07:38	08:01
25	B	C	07:43	08:06
26	C	B	07:45	08:08
27	B	C	07:51	08:14
28	C	B	07:52	08:15
29	B	C	07:59	08:22
30	C	B	08:00	08:23
31	B	C	08:08	08:31
32	C	B	08:08	08:31
33	B	C	08:16	08:39
34	C	B	08:16	08:39
35	B	C	08:24	08:47
36	C	B	08:24	08:47
37	B	C	08:32	08:55
38	C	B	08:33	08:56
39	C	B	08:41	09:04
40	B	C	08:42	09:05
41	C	B	08:49	09:12
42	B	C	08:52	09:15
43	C	B	08:57	09:20
44	B	C	09:04	09:27
45	C	B	09:06	09:29
46	B	C	09:16	09:39
47	C	B	09:16	09:39
48	B	C	09:28	09:51
49	C	B	09:28	09:51
50	B	C	09:40	10:03
51	C	B	09:40	10:03
52	B	C	09:52	10:15
53	C	B	09:52	10:15
54	B	C	10:04	10:27
55	C	B	10:04	10:27
56	B	C	10:16	10:39
57	C	B	10:16	10:39
58	B	C	10:28	10:51
59	C	B	10:28	10:51
60	B	C	10:40	11:03
61	C	B	10:40	11:03
62	B	C	10:52	11:15
63	C	B	10:52	11:15
64	B	C	11:04	11:27
65	C	B	11:04	11:27
66	B	C	11:16	11:39
67	C	B	11:16	11:39
68	B	C	11:26	11:49
69	C	B	11:28	11:51
70	B	C	11:36	11:59
71	C	B	11:40	12:03
72	B	C	11:46	12:09
73	C	B	11:50	12:13
74	B	C	11:56	12:19
75	C	B	12:00	12:23
76	B	C	12:06	12:29
77	C	B	12:10	12:33
78	B	C	12:16	12:39
79	C	B	12:20	12:43
80	B	C	12:26	12:49
81	C	B	12:31	12:54
82	B	C	12:34	12:57
83	C	B	12:41	13:04
84	B	C	12:42	13:05
85	B	C	12:50	13:13
86	C	B	12:51	13:14
87	C	B	12:59	13:22
88	B	C	13:00	13:23
89	C	B	13:07	13:30
90	B	C	13:10	13:33
91	C	B	13:15	13:38
92	B	C	13:19	13:42
93	C	B	13:25	13:48
94	B	C	13:28	13:51
95	C	B	13:34	13:57
96	B	C	13:37	14:00
97	C	B	13:43	14:06
98	B	C	13:46	14:09
99	C	B	13:52	14:15
100	B	C	13:55	14:18
101	C	B	14:01	14:24
102	B	C	14:05	14:28
103	C	B	14:10	14:33
104	B	C	14:15	14:38
105	C	B	14:19	14:42
106	B	C	14:25	14:48
107	C	B	14:29	14:52
108	B	C	14:35	14:58
109	C	B	14:39	15:02
110	B	C	14:45	15:08
111	C	B	14:49	15:12
112	B	C	14:55	15:18
113	C	B	14:59	15:22
114	B	C	15:05	15:28
115	C	B	15:09	15:32
116	B	C	15:15	15:38
117	C	B	15:19	15:42
118	B	C	15:25	15:48
119	C	B	15:29	15:52
120	B	C	15:35	15:58
121	C	B	15:39	16:02
122	B	C	15:45	16:08
123	C	B	15:49	16:12
124	B	C	15:55	16:18
125	C	B	15:59	16:22
126	B	C	16:05	16:28
127	C	B	16:09	16:32
128	B	C	16:15	16:38
129	C	B	16:19	16:42
130	B	C	16:25	16:48
131	C	B	16:29	16:52
132	B	C	16:35	16:58
133	C	B	16:39	17:02
134	B	C	16:44	17:07
135	C	B	16:49	17:12
136	B	C	16:53	17:16
137	C	B	16:59	17:22
138	B	C	17:02	17:25
139	C	B	17:08	17:31
140	B	C	17:11	17:34
141	C	B	17:17	17:40
142	B	C	17:20	17:43
143	C	B	17:26	17:49
144	B	C	17:28	17:51
145	C	B	17:35	17:58
146	B	C	17:36	17:59
147	B	C	17:44	18:07
148	C	B	17:44	18:07
149	B	C	17:52	18:15
150	C	B	17:52	18:15
151	B	C	18:00	18:23
152	C	B	18:00	18:23
153	B	C	18:08	18:31
154	C	B	18:08	18:31
155	B	C	18:16	18:39
156	C	B	18:16	18:39
157	B	C	18:24	18:47
158	C	B	18:24	18:47
159	B	C	18:32	18:55
160	C	B	18:32	18:55
161	C	B	18:40	19:03
162	B	C	18:43	19:06
163	C	B	18:48	19:11
164	B	C	18:53	19:16
165	C	B	18:56	19:19
166	B	C	19:03	19:26
167	C	B	19:06	19:29
168	B	C	19:13	19:36
169	C	B	19:16	19:39
170	B	C	19:25	19:48
171	C	B	19:26	19:46
172	C	B	19:36	19:56
173	B	C	19:37	19:57
174	C	B	19:48	20:08
175	B	C	19:49	20:09
176	C	B	20:00	20:20
177	B	C	20:02	20:22
178	C	B	20:12	20:32
179	B	C	20:15	20:35
180	C	B	20:25	20:45
181	B	C	20:30	20:50
182	C	B	20:38	20:58
183	B	C	20:45	21:05
184	C	B	20:53	21:13
185	B	C	21:05	21:25
186	C	B	21:08	21:28
187	B	C	21:25	21:45
188	C	B	21:28	21:48
189	B	C	21:42	22:02
190	C	B	21:48	22:08
191	B	C	21:59	22:19
192	C	B	22:05	22:25
193	B	C	22:18	22:38
194	C	B	22:22	22:42
195	B	C	22:35	22:55
196	C	B	22:38	22:58
197	B	C	22:52	23:12
198	C	B	22:55	23:15
199	B	C	23:09	23:29
200	C	B	23:12	23:32
201	B	C	23:29	23:49
202	C	B	23:29	23:49
203	B	C	23:49	00:09
204	C	B	23:49	00:09
