1	B	C	05:30	06:07
2	B	C	05:54	06:31
3	C	B	06:05	06:42
4	B	C	06:15	06:52
5	B	C	06:22	06:59
6	C	B	06:27	07:04
7	B	C	06:29	07:06
8	B	C	06:36	07:13
9	B	C	06:42	07:19
10	B	C	06:48	07:25
11	C	B	06:48	07:25
12	B	C	06:54	07:34
13	B	C	06:59	07:39
14	C	B	06:59	07:39
15	B	C	07:04	07:44
16	C	B	07:06	07:46
17	B	C	07:08	07:48
18	B	C	07:12	07:52
19	C	B	07:13	07:53
20	B	C	07:16	07:56
21	C	B	07:19	07:59
22	B	C	07:20	08:00
23	B	C	07:24	08:04
24	C	B	07:25	08:05
25	B	C	07:28	08:08
26	C	B	07:31	08:11
27	B	C	07:32	08:12
28	B	C	07:36	08:16
29	C	B	07:36	08:16
30	B	C	07:40	08:20
31	C	B	07:41	08:21
32	B	C	07:45	08:25
33	C	B	07:45	08:25
34	C	B	07:49	08:29
35	B	C	07:50	08:30
36	C	B	07:54	08:34
37	B	C	07:55	08:35
38	B	C	08:00	08:40
39	C	B	08:01	08:41
40	C	B	08:02	08:42
41	C	B	08:04	08:44
42	B	C	08:06	08:46
43	C	B	08:08	08:48
44	B	C	08:12	08:52
45	C	B	08:13	08:53
46	C	B	08:17	08:57
47	B	C	08:18	08:58
48	C	B	08:22	09:02
49	B	C	08:24	09:04
50	C	B	08:27	09:07
51	B	C	08:32	09:12
52	C	B	08:32	09:12
53	C	B	08:37	09:17
54	B	C	08:40	09:20
55	C	B	08:43	09:23
56	B	C	08:48	09:28
57	C	B	08:49	09:29
58	C	B	08:55	09:35
59	B	C	08:56	09:36
60	C	B	09:01	09:41
61	B	C	09:04	09:44
62	C	B	09:09	09:49
63	B	C	09:12	09:52
64	C	B	09:17	09:57
65	B	C	09:20	10:00
66	C	B	09:25	10:05
67	B	C	09:28	10:08
68	C	B	09:33	10:13
69	B	C	09:36	10:16
70	C	B	09:41	10:21
71	B	C	09:44	10:24
72	C	B	09:49	10:29
73	B	C	09:52	10:32
74	C	B	09:57	10:37
75	B	C	10:00	10:40
76	C	B	10:05	10:45
77	B	C	10:08	10:48
78	C	B	10:13	10:53
79	B	C	10:16	10:56
80	C	B	10:21	11:01
81	B	C	10:24	11:04
82	C	B	10:29	11:09
83	B	C	10:31	11:11
84	C	B	10:37	11:17
85	B	C	10:38	11:18
86	B	C	10:45	11:25
87	C	B	10:45	11:25
88	B	C	10:52	11:32
89	C	B	10:53	11:33
90	B	C	10:58	11:38
