1	B	C	05:22	06:22
2	B	C	05:41	06:41
3	B	C	06:05	07:05
4	C	B	06:22	07:17
5	B	C	06:30	07:35
6	C	B	06:41	07:46
7	B	C	06:48	07:53
8	B	C	07:04	08:09
9	C	B	07:05	08:10
10	B	C	07:21	08:26
11	C	B	07:30	08:35
12	B	C	07:36	08:41
13	B	C	07:47	08:52
14	C	B	07:52	08:57
15	B	C	08:06	09:11
16	C	B	08:08	09:13
17	C	B	08:26	09:31
18	B	C	08:36	09:41
19	C	B	08:40	09:45
20	C	B	08:51	09:56
21	B	C	08:55	10:00
22	C	B	09:10	10:15
23	B	C	09:28	10:28
24	C	B	09:40	10:40
25	B	C	09:55	10:58
26	C	B	09:58	11:01
27	B	C	10:23	11:26
28	C	B	10:31	11:31
29	B	C	10:52	11:52
30	C	B	10:58	11:58
31	B	C	11:22	12:22
32	C	B	11:26	12:26
33	B	C	11:44	12:44
34	C	B	11:55	12:55
35	B	C	12:24	13:24
36	C	B	12:25	13:25
37	C	B	12:47	13:47
38	B	C	12:56	13:56
39	B	C	13:24	14:24
40	C	B	13:27	14:27
41	B	C	13:55	14:55
42	C	B	13:59	14:59
43	B	C	14:25	15:25
44	C	B	14:27	15:27
45	B	C	14:43	15:43
46	C	B	14:58	15:58
47	B	C	15:05	16:05
48	B	C	15:23	16:23
49	C	B	15:28	16:28
50	B	C	15:42	16:42
51	C	B	15:46	16:46
52	B	C	16:02	17:02
53	C	B	16:08	17:08
54	B	C	16:12	17:12
55	B	C	16:22	17:22
56	C	B	16:26	17:26
57	B	C	16:32	17:32
58	C	B	16:45	17:45
59	B	C	16:47	17:47
60	B	C	17:00	18:00
61	C	B	17:05	18:05
62	B	C	17:10	18:10
63	B	C	17:12	18:12
64	C	B	17:15	18:15
65	B	C	17:20	18:20
66	C	B	17:25	18:25
67	B	C	17:30	18:30
68	C	B	17:35	18:35
69	B	C	17:47	18:47
70	C	B	17:50	18:50
71	B	C	18:02	19:02
72	C	B	18:05	19:05
73	C	B	18:15	19:15
74	B	C	18:19	19:19
75	C	B	18:25	19:25
76	C	B	18:35	19:35
77	B	C	18:37	19:37
78	B	C	18:50	19:50
79	C	B	18:52	19:52
80	B	C	19:06	20:06
81	C	B	19:06	20:06
82	C	B	19:22	20:22
83	B	C	19:26	20:26
84	C	B	19:40	20:40
85	B	C	19:45	20:45
86	C	B	19:52	20:52
87	C	B	20:08	21:03
88	B	C	20:20	21:15
89	C	B	20:28	21:23
90	C	B	20:45	21:40
91	B	C	21:07	22:02
92	C	B	21:20	22:15
93	C	B	22:07	23:02
