1	B	C	05:25	06:00
2	B	C	05:50	06:25
3	C	B	05:50	06:22
4	C	B	06:15	06:47
5	B	C	06:19	06:51
6	B	C	06:41	07:13
7	C	B	06:48	07:20
8	B	C	06:50	07:22
9	B	C	07:10	07:42
10	C	B	07:10	07:42
11	C	B	07:20	07:52
12	B	C	07:26	07:58
13	B	C	07:31	08:03
14	B	C	07:38	08:10
15	C	B	07:40	08:12
16	B	C	07:45	08:17
17	B	C	07:56	08:28
18	C	B	07:57	08:29
19	C	B	08:02	08:34
20	C	B	08:09	08:41
21	C	B	08:16	08:48
22	B	C	08:18	08:50
23	B	C	08:26	08:58
24	C	B	08:27	08:59
25	B	C	08:48	09:20
26	C	B	08:49	09:21
27	B	C	08:56	09:28
28	C	B	08:57	09:29
29	B	C	09:07	09:39
30	C	B	09:19	09:51
31	C	B	09:27	09:59
32	B	C	09:28	10:00
33	B	C	09:36	10:08
34	C	B	09:38	10:10
35	C	B	09:59	10:31
36	B	C	10:02	10:34
37	C	B	10:07	10:39
38	B	C	10:11	10:43
39	C	B	10:33	11:05
40	B	C	10:36	11:08
41	C	B	10:42	11:14
42	B	C	10:48	11:20
43	B	C	11:00	11:32
44	C	B	11:07	11:39
45	B	C	11:19	11:51
46	C	B	11:19	11:51
47	B	C	11:30	12:02
48	C	B	11:31	12:03
49	B	C	11:47	12:19
50	C	B	11:50	12:22
51	B	C	11:54	12:26
52	C	B	12:01	12:36
53	B	C	12:04	12:39
54	B	C	12:11	12:46
55	C	B	12:18	12:53
56	B	C	12:24	12:59
57	C	B	12:25	13:00
58	B	C	12:34	13:09
59	C	B	12:35	13:10
60	B	C	12:42	13:17
61	C	B	12:42	13:17
62	C	B	12:55	13:30
63	B	C	13:00	13:35
64	C	B	13:05	13:40
65	B	C	13:11	13:46
66	C	B	13:13	13:48
67	B	C	13:18	13:53
68	B	C	13:28	14:03
69	C	B	13:31	14:06
70	C	B	13:42	14:17
71	B	C	13:47	14:22
72	C	B	13:49	14:24
73	B	C	13:55	14:30
74	C	B	13:59	14:34
75	C	B	14:18	14:53
76	B	C	14:19	14:54
77	C	B	14:26	15:01
78	B	C	14:29	15:04
79	B	C	14:48	15:23
80	C	B	14:50	15:25
81	B	C	14:56	15:31
82	C	B	15:00	15:35
83	B	C	15:05	15:40
84	B	C	15:16	15:51
85	C	B	15:19	15:54
86	B	C	15:25	16:00
87	C	B	15:27	16:02
88	C	B	15:36	16:11
89	B	C	15:44	16:19
90	C	B	15:47	16:22
91	B	C	15:54	16:29
92	C	B	15:56	16:31
93	B	C	16:13	16:48
94	C	B	16:15	16:50
95	B	C	16:20	16:55
96	C	B	16:25	17:00
97	B	C	16:31	17:06
98	C	B	16:44	17:19
99	B	C	16:49	17:24
100	C	B	16:51	17:26
101	C	B	17:02	17:37
102	B	C	17:06	17:41
103	B	C	17:13	17:48
104	B	C	17:19	17:54
105	C	B	17:20	17:55
106	B	C	17:26	18:01
107	C	B	17:37	18:12
108	B	C	17:43	18:18
109	C	B	17:44	18:19
110	B	C	17:50	18:25
111	C	B	17:50	18:25
112	C	B	17:57	18:32
113	B	C	18:00	18:35
114	B	C	18:14	18:49
115	C	B	18:14	18:49
116	C	B	18:21	18:56
117	B	C	18:24	18:59
118	C	B	18:31	19:06
119	B	C	18:32	19:07
120	B	C	18:41	19:16
121	C	B	18:45	19:20
122	C	B	18:55	19:30
123	B	C	19:00	19:35
124	C	B	19:03	19:38
125	B	C	19:11	19:46
126	C	B	19:12	19:47
127	B	C	19:21	19:56
128	C	B	19:31	20:06
129	C	B	19:41	20:16
130	B	C	19:46	20:21
131	C	B	19:51	20:26
132	B	C	20:03	20:38
133	C	B	20:16	20:48
134	B	C	20:20	20:52
135	C	B	20:33	21:05
136	B	C	20:46	21:18
137	C	B	21:15	21:47
138	B	C	21:16	21:48
139	B	C	21:31	22:03
140	C	B	21:45	22:17
141	B	C	21:49	22:21
142	C	B	22:00	22:32
143	B	C	22:15	22:47
144	C	B	22:18	22:50
145	C	B	22:44	23:16
146	B	C	22:50	23:22
147	B	C	23:10	23:42
148	C	B	23:18	23:50
149	C	B	23:38	00:10
150	B	C	23:56	00:28
